what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183163273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183258969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183267628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183271752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426183310892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183313430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183346608
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183389427
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183389480
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183415642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183415718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1426183418047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183569328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183629011
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183673891
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183675257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426183694458
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183696396
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183696514
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1426183699856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183730223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426183731337
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1426183742114
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1426183742174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426183768885
