what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854725653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425854727820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425854737782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854738974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854744566
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1425854778271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425854778808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854781877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854782806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854784572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854808307
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425854809573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425854813047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425854818275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854830168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854871155
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425854874558
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1425854917037
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425854953129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425854976290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425854981422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425855006422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425855008920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425855127700
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425855131455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425855196652
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425855197980
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425855212010
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425855215134
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425855217454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425855221586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425855230402
